RtlImageDirectoryEntryToData,WideCharToMultiByte,GetStartupInfoW,RtlCreateActivationContext,LdrGetDllHandle,SystemParametersInfoW,GetCommandLineW,EnterCriticalSection,SetUnhandledExceptionFilter,LdrFindEntryForAddress,wcschr,LdrLoadDll,RtlTryEnterCriticalSection,IsThreadDesktopComposited,GetLastError,SetLastError,RtlRunOnceComplete,InitializeSListHead,wcspbrk,GetModuleFileNameW,GetCPInfo,GetThreadDesktop,GetAncestor,SetWindowPos,GetProcAddress,RtlCaptureStackBackTrace,GetCurrentThreadId,GetFileType,RtlReAllocateHeap,RtlEnterCriticalSection,RtlUnlockHeap,RegisterClassW,FlsGetValue,RtlRunOnceExecuteOnce,RtlInitString,GetModuleHandleW,BCryptCreateHash,RegCloseKey,InitializeCriticalSectionEx,RpcBindingSetAuthInfoExW,AcquireSRWLockExclusive,RtlAppendUnicodeStringToString,GetUserObjectInformationW,NtDeviceIoControlFile,ReleaseDC,LeaveCriticalSection,GetDIBColorTable,WriteFile,BCryptImportKeyPair,RegQueryValueExA,LoadLibraryW,NtDelayExecution,ReleaseSRWLockExclusive,GetStringTypeW,RtlLeaveCriticalSection,BCryptHashData,RtlReleaseSRWLockExclusive,memset,WakeAllConditionVariable,LoadLibraryExW,RtlSetLastWin32Error,RtlGetLengthWithoutLastFullDosOrNtPathElement,DeleteDC,IsValidCodePage,NtAccessCheck,RegOpenKeyExW,RtlAcquireSRWLockShared,RegOpenKeyExA,RtlDecodePointer,_wcsnicmp,CreateDirectoryW,RtlAcquirePebLock,DefWindowProcW,SelectObject,SetRect,NtQueryValueKey,MultiByteToWideChar,HeapAlloc,RtlAllocateHeap,RtlGetCurrentTransaction,MapWindowPoints,RtlLockHeap,GetACP,RtlImageNtHeader,GetLocaleInfoW,RtlMultiAppendUnicodeStringBuffer,NtOpenKey,FlsAlloc,BCryptDestroyKey,RtlReleaseSRWLockShared,NtLockFile,EqualRect,RtlIsThreadWithinLoaderCallout,wcsncpy_s,TlsGetValue,RtlQueryElevationFlags,exit,NtUnlockFile,RtlGetIntegerAtom,FreeEnvironmentStringsW,LdrResFindResourceDirectory,GetWindowRgnBox,GetWindowRect,RtlWakeAllConditionVariable,RtlFreeHeap,NtDuplicateToken,GetFileVersionInfoW,NtOpenMutant,GetCommandLineA,RtlAppendUnicodeToString,NtQueryInformationToken,GetDeviceCaps,StretchDIBits,IsWindow,RtlInitializeCriticalSectionAndSpinCount,wcscat_s,SetPropW,RtlAcquireSRWLockExclusive,LdrDisableThreadCalloutsForDll,OpenThreadToken,strcmp,RtlInitUnicodeStringEx,RpcBindingFromStringBindingW,GetParent,memmove,NtProtectVirtualMemory,GetEnvironmentStringsW,NtOpenKeyEx,ExitProcess,RtlDestroyEnvironment,EncodePointer,RtlFormatCurrentUserKeyPath,RegGetValueW,RtlLookupAtomInAtomTable,StrChrW,SetDIBits,SetScrollInfo,RtlIsDosDeviceName_U,InitializeCriticalSectionAndSpinCount,GetUserDefaultUILanguage,RtlInitUnicodeString,BCryptFinishHash,IsZoomed,RpcBindingInqAuthInfoExW,PathFindExtensionW,ChangeWindowMessageFilter,BCryptOpenAlgorithmProvider,RtlOpenCurrentUser,LdrUnloadDll,NtEnumerateValueKey,NtQueryVirtualMemory,RtlGetFullPathName_UEx,_wsplitpath_s,operator delete[],RtlAddAccessAllowedAce,UrlIsW,WSAStartup,free,NtWaitForSingleObject,CommandLineToArgvW,RtlSetLastWin32ErrorAndNtStatusFromNtStatus,RtlSetOwnerSecurityDescriptor,CreateCompatibleDC,CreateDIBitmap,RtlReleaseRelativeName,__set_app_type,_vsnprintf,GetModuleHandleA,CryptImportKey,QueryActCtxW,_lock,RegCreateKeyA,LCMapStringW,NtOpenThread,LdrFindResource_U,GetObjectW,ImmGetContext,RtlSplay,RpcStringFreeW,RtlValidSid,EnumProcesses,NtCreateKey,BCryptDestroyHash,memcmp,_wtol,GdipGetLogFontW,IsServerSideWindow,RegCreateKeyW,RpcStringBindingComposeW,RtlDosApplyFileIsolationRedirection_Ustr,TlsSetValue,BitBlt,memchr,NtQueryKey,RtlDestroyProcessParameters,RpcBindingFree,RtlEqualUnicodeString,GetStdHandle,RtlUnicodeToUTF8N,StrCmpW,HeapSize,swprintf_s,RpcStringBindingParseW,RpcBindingSetOption,CreateWindowExW,LdrAccessResource,RtlSetDaclSecurityDescriptor,VerifyVersionInfoW,NtSetInformationProcess,InitializeCriticalSection,wcsncmp,RtlDeleteNoSplay,DeleteCriticalSection,realloc,RtlGetActiveActivationContext,GetFileVersionInfoSizeW,FindClose,BCryptGetProperty,strcat_s,strlen,NtSetInformationObject,SetRectEmpty,GetNativeSystemInfo,RtlDosPathNameToRelativeNtPathName_U_WithStatus,NtSetEvent,CryptDestroyKey,GetFileSize,WerRegisterRuntimeExceptionModule,VirtualQuery,GetTraceLoggerHandle,UrlGetPartW,RtlFindClearBitsAndSet,NtQueryTimerResolution,GetUserPreferredUILanguages,HeapReAlloc,SetErrorMode,RtlGetControlSecurityDescriptor,IPSFactoryBuffer::AddRef,ReleaseSemaphore,I_RpcSend,ExcludeClipRect,NtCreateThreadEx,SetVolumeMountPointW,_snwprintf_s,GetSystemMetrics,RtlExpandEnvironmentStrings,FindNextVolumeW,operator delete,Label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,4,0,0,168,0,1,0,0,517,111,23,17,0,0,0,0,0,0,2,0,0,0,0,124,288,0,0,0,903,0,0,0,21,281,0,0,0,0,1,0,4,0,70,0,0,0,4,0,0,0,0,0,0,920,0,71,843,0,0,126,0,0,0,1,0,511,0,0,458,0,16,0,0,0,18,0,31,48,15,0,0,0,3,0,0,22,0,0,511,0,0,0,1,0,2,0,0,0,0,16,0,0,0,60,2,0,1,0,4,9,0,0,0,34,1,0,71,9,0,0,62,3,0,20,16,0,20,0,1,0,3,0,0,0,0,0,5,0,0,86,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2,1,0,1,0,0,11,0,0,1,0,0,14,0,0,0,0,0,0,0,3,1,0,0,0,13,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,6,0,0,1,0,0,0,0,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,85,0,0,11,0,14,373,0,0,0,25,1,0,3901,2028,1,1,0,6,0,0,0,0,78,0,323,0,36,1040,36,0,125,7,193,9,21,75,9,28,19,0,1,18,0,61758,0,0,24,0,0,2227,19,0,1041,21,460,642,1,15,2760,0,0,0,0,107,8,0,0,0,0,2,0,0,0,148,1611,8158,5022,201,0,36,1,8,0,0,16,1,24,8,0,0,0,0,124,0,0,0,1,0,6,0,0,0,5543,1,0,0,0,0,58,0,0,6,139,0,0,460,3,6,33,569,41,0,115,8,0,364,0,0,26,0,0,0,103,0,0,128,35,0,104,21,0,0,8,0,0,17,11,0,52,527,1,0,1,0,0,153,114,0,16,0,0,0,276,0,0,0,18,0,9,0,0,0,52,0,0,0,21,27,0,72,21,72,0,0,0,0,25,4,40,0,39,639,0,37,0,0,81,506,0,0,0,24,0,104,1,2,22,1789,6,0,1761,0,4,0,19,21,5,0,0,0,0,213,62,18,2,0,52,1,12,2,0,0,124,18,0,0,29,0,0,16,0,0,0,29,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,2,0,6,0,1,16,1,0,1,10,0,0,4,4,0,1,0,2,2,0,0,0,48,64,1,0,0,65,0,0,4,0,57,2,0,0,89,0,0,4,0,0,0,16,0,0,0,0,0,0,0,1,65,0,6,83,0,5,29,0,0,1,0,0,1,0,1,7,0,1,0,0,0,5,6,62,19,0,0,0,1,0,0,0,8,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,20,0,0,0,1,4,1,0,0,0,0,1,0,6,0,0,0,22,0,0,1,3,1,0,0,1,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,7,0,0,0,0,29,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,3,42,0,0,18535,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,21009,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20993,0,0,0,0,0,0,0,0,0,9,0,0,3,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
8,0,0,0,219,0,0,0,0,731,128,27,24,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,1026,0,0,0,30,342,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,95,956,0,0,71,0,0,0,2,0,566,0,0,500,0,33,0,0,0,21,0,0,40,21,0,0,0,3,0,0,17,0,0,566,0,0,0,0,0,1,0,0,0,0,24,0,0,0,39,2,0,0,0,0,3,0,0,0,39,0,0,95,12,0,0,60,3,0,28,18,0,23,1,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,6,2,0,0,1,0,0,1,0,0,0,0,0,57,0,0,0,0,0,0,0,5,2,0,1,0,6,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,21809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25045,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,2,0,3,0,1,10,1,0,1,2,0,0,144,142,0,0,0,1,2,0,0,0,33,45,1,0,31,184,0,0,142,102,40,1,0,0,15,0,0,4,0,2,0,10,0,2,0,0,0,0,0,1,184,0,6,69,0,0,153,0,0,1,0,0,1,0,1,20,1,1,0,0,0,5,6,63,301,0,0,0,1,1,0,0,8,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,70,0,0,0,1,4,3,0,0,0,1,2,0,6,0,0,0,18,0,0,33,0,1,0,0,1,21,3,0,0,0,0,0,12,0,0,24,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,4,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4466,0,0,0,1,0,18050,0,0,0,0,1,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18050,0,0,0,0,0,0,0,0,5,0,1,311,0,0,3,0,0,0,0,0,20,0,0,0,0,0,14,0,0,0,66,8330,1,0,74,2,0,0,0,0,0,0,0,20,0,0,0,0,873,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,12,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20331,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20256,0,0,2,0,0,0,1746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
6,4,0,0,168,0,1,0,0,517,111,22,17,0,0,0,0,0,0,2,0,0,0,0,120,284,0,0,0,899,0,0,0,21,277,0,0,0,0,1,0,4,0,70,0,0,0,4,0,0,0,0,0,0,916,0,71,839,0,0,126,0,0,0,1,0,511,0,0,458,0,16,0,0,0,18,0,31,48,15,0,0,0,3,0,0,22,0,0,511,0,0,0,1,0,2,0,0,0,0,16,0,0,0,60,2,0,1,0,4,9,0,0,0,34,1,0,71,9,0,0,61,3,0,20,14,0,20,0,1,0,3,0,0,0,0,0,5,0,0,86,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2,1,0,1,0,0,11,0,0,1,0,0,14,0,0,0,0,0,0,0,3,1,0,0,0,13,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,6,0,0,1,0,0,0,0,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,129,0,0,22,0,4,437,0,0,8,47,1,0,5586,2365,1,2,0,6,1,0,0,0,123,0,267,0,48,1937,48,0,141,33,321,7,19,82,9,37,20,8,1,33,0,41048,0,1,23,0,0,2312,20,0,1938,19,625,972,1,18,3502,0,0,0,0,114,22,0,2,7,0,4,0,0,0,581,2357,10126,6701,287,0,48,1,8,0,0,20,1,23,22,0,0,0,2,143,0,1,0,1,0,22,0,0,1,7538,1,0,0,0,3,81,0,0,16,233,8,0,625,16,10,44,1069,45,0,288,20,0,550,1,0,26,3,0,0,180,0,0,236,38,0,169,19,0,4,13,0,0,9,24,0,43,894,1,3,3,0,1,217,149,0,17,0,0,0,469,0,0,0,15,0,43,0,0,0,52,0,0,0,30,39,0,104,19,208,0,0,2,0,27,4,54,0,52,930,0,52,6,0,69,687,0,0,0,35,0,104,3,3,30,2056,7,0,2050,0,8,0,38,19,6,0,3,0,0,367,127,15,3,0,43,1,14,2,0,0,143,26,1,39,30,12,0,17,0,2,0,66,0,8,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,0,0,213,0,0,0,0,709,126,26,23,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,1049,0,0,0,29,336,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,0,90,959,0,0,69,0,0,0,2,0,566,0,0,492,0,33,0,0,0,21,0,0,42,19,0,0,0,3,0,0,17,0,0,566,0,0,0,0,0,1,0,0,0,0,23,0,0,0,41,2,0,0,0,0,3,0,0,0,43,0,0,90,11,0,0,57,4,0,27,18,0,21,1,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,6,2,0,0,1,0,0,1,0,0,0,0,0,57,0,0,0,0,0,0,0,6,2,0,1,0,7,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6,0,0,43,0,0,11920,1,59,15,3,4,0,2115,1988,0,0,0,0,2,0,0,0,16,49,473,595,0,1044,0,0,2008,5,49,11,0,0,0,2,0,0,0,2,0,11918,0,1058,0,0,0,0,0,2,1048,0,33,126,0,0,2853,0,0,1,0,0,43,0,1,1368,0,5,0,0,0,26,6,4309,376,10,0,0,1,5,0,0,11,1,0,43,0,0,0,2,3700,0,0,0,0,1,4,0,0,0,2342,0,0,0,1,0,4,0,0,0,42,0,0,33,3,0,0,733,2,0,11,2,1,11,0,0,22,0,0,0,0,0,0,246,28,0,1920,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1115,0,0,1,0,0,0,0,5,0,0,0,0,0,2,2,0,0,0,7,0,0,0,0,2,2,1,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,239,0,3,0,0,0,0,869,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8,6,1,0,89,0,2,28,0,837,100,43,32,0,11,11,1,1,0,1,2,0,0,0,94,267,0,146,0,16864,0,0,12,578,274,4,0,0,82,613,0,1,1,1,0,28,0,255,0,0,2,0,0,1,16894,0,443,14251,0,9,6378,0,0,1,1,0,633,0,0,979,0,11,0,0,0,509,6,69,246,179,0,0,1,15,0,0,172,2,0,633,0,0,0,201,0,1,0,0,1,2,31,0,0,4,919,1,0,0,1,1,287,0,0,6,3117,796,0,443,15,0,0,2298,3,0,869,18,2,1751,0,1,8,0,0,0,0,0,0,8,9,0,298,0,0,616,0,0,0,1,0,46,9,0,1,1,8,0,1,1,5569,0,0,1,0,0,311,0,0,0,0,0,59,0,0,0,0,0,0,276,2,1,0,2,0,2838,0,0,0,0,1,6,0,0,0,1774,0,595,0,3,0,0,0,0,1,613,0,0,3,0,8,4,6,414,0,0,6,0,8,0,0,0,15,0,0,303,2423,0,0,0,9,1,0,7,1,0,0,2,11,1541,0,1548,0,10,0,199,0,57,0,0,1
10,2,2,0,59,0,2,5,1,734,295,32,26,0,55286,55287,0,0,0,1,2,0,0,0,19,89,2,0,0,1342,0,0,55286,164,89,0,0,0,0,4,0,4,0,43,0,5,0,0,0,0,0,6,0,1,1364,0,477,1156,0,0,55560,0,4,1,1,0,654,0,1,251,0,21,0,23,0,484,6,54,245,209,0,0,1,6,0,0,7,1,0,654,0,0,0,0,0,0,0,0,0,1,22,0,0,0,250,1,0,0,0,1,43,0,0,0,142,0,0,477,12,0,0,721,9,0,319,20,1,345,0,0,15,0,0,0,0,4,0,12,14,0,81,0,0,0,0,0,0,5,12,8,7,0,0,0,1,0,0,0,32,1,0,0,6,0,18,0,7,0,0,0,139,0,4,3,8,4,0,0,15,11,0,7,0,24,0,0,0,0,9,10,0,0,0,361,0,8,0,3,6,0,1,0,3,3,0,12,2,0,8,0,239,0,0,0,4,0,0,0,0,0,6,0,0,6,5,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,1
10,2,2,0,61,0,2,5,1,752,298,32,25,0,58046,58047,0,0,0,1,2,0,0,0,19,89,2,0,0,1325,0,0,58046,164,89,0,0,0,0,4,0,4,0,43,0,5,0,0,0,0,0,5,0,1,1348,0,479,1147,0,0,58318,0,4,1,1,0,654,0,1,263,0,21,0,23,0,484,6,54,241,209,0,0,1,6,0,0,7,1,0,654,0,0,0,0,0,0,0,0,0,1,22,0,0,0,249,1,0,0,0,1,43,0,0,0,140,0,0,479,12,0,0,721,9,0,323,20,1,345,0,0,15,0,0,0,0,4,0,12,14,0,81,0,0,0,0,0,0,5,12,8,7,0,0,0,1,0,0,0,32,1,0,0,6,0,18,0,3,0,0,0,139,0,4,3,8,4,0,0,15,11,0,7,0,23,0,0,0,0,9,10,0,0,0,361,0,8,0,3,6,0,1,0,3,3,0,12,2,0,8,0,239,0,0,0,4,0,0,0,0,0,6,0,0,6,5,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,1
21,58,3,2,209,17,3,110,1,1823,1468,98,70,7,2098,1767,12,6,0,16,9,7,1,1,382,624,33,2,14,4598,40,6,222,783,671,59,0,28,164,0,62,865,10,69,13,26682,2,0,0,0,1,0,62,3,4668,0,1405,5965,0,57,3026,2,4,3,1,70,2307,0,1,2741,0,57,43,178,5,1273,190,21826,1566,595,3,40,7,64,1,6,63,7,0,2307,0,0,3,790,205,5,0,0,14,4,69,1,6,0,2124,1,5,3,3,341,176,24,2,135,136,4,8,1405,41,20,0,3367,4,9,979,109,4,1518,0,4,23,332,0,2,508,0,0,51,17,1,505,0,3,0,25,2,0,25,13,234,24,56,1,0,25,60,0,177,42,0,0,1,7,1,200,0,12,1,0,4,240,0,4,0,8,6,0,0,4,15,0,4,0,841,4,1,2,0,4,31,24,2,0,901,4,10,533,9,180,775,2,1,0,0,4,8,12,21,170,1659,441,0,1380,9,28,5,8,0,5,0,0,3,11,171,19,0,8,1,5,0,15,47,0,2,377,66,9,28,0,0,2,5,0,4,38,60,0,908,1
20,94,3,0,637,0,4,160,1,1368,262,101,59,0,3973,1697,0,8,0,14,9,0,0,0,398,784,61,4,1,3695,0,0,176,97,832,48,0,67,246,5,62,44,1,106,0,14264,0,0,0,0,0,1,62,3,3754,0,759,2645,0,64,2615,0,0,3,1,113,1066,0,3,2999,0,40,0,0,0,1052,1142,13009,406,294,0,0,6,11,0,0,51,8,0,1066,0,0,0,6,79,1,0,0,0,4,58,0,0,0,492,2,1,1,3,12,57,0,0,0,247,16,0,759,30,60,0,1511,14,0,539,107,4,560,0,1,8,12,0,0,296,0,0,25,12,0,324,0,0,0,15,0,0,3,8,49,11,36,0,1,22,16,1,5,120,0,0,2,0,0,80,0,0,1,0,4,71,0,0,3,0,0,0,0,20,14,0,21,0,327,0,0,0,0,14,4,30,0,0,48,0,17,33,9,22,591,0,0,3,6,0,1,10,21,91,957,14,0,701,0,4,1,8,0,5,0,3,0,9,61,86,0,8,1,8,1,10,33,0,2,341,78,10,41,0,0,0,7,0,4,0,61,0,1,1
