RtlImageDirectoryEntryToData,WideCharToMultiByte,GetStartupInfoW,RtlCreateActivationContext,LdrGetDllHandle,SystemParametersInfoW,GetCommandLineW,EnterCriticalSection,SetUnhandledExceptionFilter,LdrFindEntryForAddress,wcschr,LdrLoadDll,RtlTryEnterCriticalSection,IsThreadDesktopComposited,GetLastError,SetLastError,RtlRunOnceComplete,InitializeSListHead,wcspbrk,GetModuleFileNameW,GetCPInfo,GetThreadDesktop,GetAncestor,SetWindowPos,GetProcAddress,RtlCaptureStackBackTrace,GetCurrentThreadId,GetFileType,RtlReAllocateHeap,RtlEnterCriticalSection,RtlUnlockHeap,RegisterClassW,FlsGetValue,RtlRunOnceExecuteOnce,RtlInitString,GetModuleHandleW,BCryptCreateHash,RegCloseKey,InitializeCriticalSectionEx,RpcBindingSetAuthInfoExW,AcquireSRWLockExclusive,RtlAppendUnicodeStringToString,GetUserObjectInformationW,NtDeviceIoControlFile,ReleaseDC,LeaveCriticalSection,GetDIBColorTable,WriteFile,BCryptImportKeyPair,RegQueryValueExA,LoadLibraryW,NtDelayExecution,ReleaseSRWLockExclusive,GetStringTypeW,RtlLeaveCriticalSection,BCryptHashData,RtlReleaseSRWLockExclusive,memset,WakeAllConditionVariable,LoadLibraryExW,RtlSetLastWin32Error,RtlGetLengthWithoutLastFullDosOrNtPathElement,DeleteDC,IsValidCodePage,NtAccessCheck,RegOpenKeyExW,RtlAcquireSRWLockShared,RegOpenKeyExA,RtlDecodePointer,_wcsnicmp,CreateDirectoryW,RtlAcquirePebLock,DefWindowProcW,SelectObject,SetRect,NtQueryValueKey,MultiByteToWideChar,HeapAlloc,RtlAllocateHeap,RtlGetCurrentTransaction,MapWindowPoints,RtlLockHeap,GetACP,RtlImageNtHeader,GetLocaleInfoW,RtlMultiAppendUnicodeStringBuffer,NtOpenKey,FlsAlloc,BCryptDestroyKey,RtlReleaseSRWLockShared,NtLockFile,EqualRect,RtlIsThreadWithinLoaderCallout,wcsncpy_s,TlsGetValue,RtlQueryElevationFlags,exit,NtUnlockFile,RtlGetIntegerAtom,FreeEnvironmentStringsW,LdrResFindResourceDirectory,GetWindowRgnBox,GetWindowRect,RtlWakeAllConditionVariable,RtlFreeHeap,NtDuplicateToken,GetFileVersionInfoW,NtOpenMutant,GetCommandLineA,RtlAppendUnicodeToString,NtQueryInformationToken,GetDeviceCaps,StretchDIBits,IsWindow,RtlInitializeCriticalSectionAndSpinCount,wcscat_s,SetPropW,RtlAcquireSRWLockExclusive,LdrDisableThreadCalloutsForDll,OpenThreadToken,strcmp,RtlInitUnicodeStringEx,RpcBindingFromStringBindingW,GetParent,memmove,NtProtectVirtualMemory,GetEnvironmentStringsW,NtOpenKeyEx,ExitProcess,RtlDestroyEnvironment,EncodePointer,RtlFormatCurrentUserKeyPath,RegGetValueW,RtlLookupAtomInAtomTable,StrChrW,SetDIBits,SetScrollInfo,RtlIsDosDeviceName_U,InitializeCriticalSectionAndSpinCount,GetUserDefaultUILanguage,RtlInitUnicodeString,BCryptFinishHash,IsZoomed,RpcBindingInqAuthInfoExW,PathFindExtensionW,ChangeWindowMessageFilter,BCryptOpenAlgorithmProvider,RtlOpenCurrentUser,LdrUnloadDll,NtEnumerateValueKey,NtQueryVirtualMemory,RtlGetFullPathName_UEx,_wsplitpath_s,operator delete[],RtlAddAccessAllowedAce,UrlIsW,WSAStartup,free,NtWaitForSingleObject,CommandLineToArgvW,RtlSetLastWin32ErrorAndNtStatusFromNtStatus,RtlSetOwnerSecurityDescriptor,CreateCompatibleDC,CreateDIBitmap,RtlReleaseRelativeName,__set_app_type,_vsnprintf,GetModuleHandleA,CryptImportKey,QueryActCtxW,_lock,RegCreateKeyA,LCMapStringW,NtOpenThread,LdrFindResource_U,GetObjectW,ImmGetContext,RtlSplay,RpcStringFreeW,RtlValidSid,EnumProcesses,NtCreateKey,BCryptDestroyHash,memcmp,_wtol,GdipGetLogFontW,IsServerSideWindow,RegCreateKeyW,RpcStringBindingComposeW,RtlDosApplyFileIsolationRedirection_Ustr,TlsSetValue,BitBlt,memchr,NtQueryKey,RtlDestroyProcessParameters,RpcBindingFree,RtlEqualUnicodeString,GetStdHandle,RtlUnicodeToUTF8N,StrCmpW,HeapSize,swprintf_s,RpcStringBindingParseW,RpcBindingSetOption,CreateWindowExW,LdrAccessResource,RtlSetDaclSecurityDescriptor,VerifyVersionInfoW,NtSetInformationProcess,InitializeCriticalSection,wcsncmp,RtlDeleteNoSplay,DeleteCriticalSection,realloc,RtlGetActiveActivationContext,GetFileVersionInfoSizeW,FindClose,BCryptGetProperty,strcat_s,strlen,NtSetInformationObject,SetRectEmpty,GetNativeSystemInfo,RtlDosPathNameToRelativeNtPathName_U_WithStatus,NtSetEvent,CryptDestroyKey,GetFileSize,WerRegisterRuntimeExceptionModule,VirtualQuery,GetTraceLoggerHandle,UrlGetPartW,RtlFindClearBitsAndSet,NtQueryTimerResolution,GetUserPreferredUILanguages,HeapReAlloc,SetErrorMode,RtlGetControlSecurityDescriptor,IPSFactoryBuffer::AddRef,ReleaseSemaphore,I_RpcSend,ExcludeClipRect,NtCreateThreadEx,SetVolumeMountPointW,_snwprintf_s,GetSystemMetrics,RtlExpandEnvironmentStrings,FindNextVolumeW,operator delete,Label
48,8,3,2,142,23,2,7515,1,1319,647,93,50,17,1348,1405,4,1,0,8,6,10,9,3,116,354,222,1,165,9479,381,5,633,875,354,72,3,305,83,5,34,66,14,97,13,7512,2,0,4,0,31,2,34,2,9529,339,2728,3853,0,12,3489,2,7,5,0,933,1739,0,3,1568,0,32,76,216,6,1492,6409,239,15873,1253,7,381,5,62,1,6,63,3,4,1739,24,0,4,1,660,1,0,24,12,2,48,1,7,1,11548,1,6,3,2,171,779,15,2,317,408,1,23,2728,30,590,0,3124,15,24,1792,140,2,1816,0,0,21,20,0,3,0,4,0,17,16,0,580,3,4,1,0,2,3,22,34,393,6,37,1,0,22,45,0,52,198,0,0,17,9,3,89,1,35,0,0,1,127,0,4,1,20,9,14,0,16,84,0,154,3,1167,0,0,4,0,13,21,2,6,86,527,0,76,15,7,16,0,1,5,2,9,2,23,23,4,39,542,32,0,507,0,18,6,4,3,2,0,29,5,4,70,55,0,0,0,2,0,0,29,0,0,0,11,10,13,0,2,2,6,0,0,14,263,0,43,1
1,0,0,0,55,0,0,201,0,272,55,14,9,0,180,180,0,0,0,0,0,0,0,0,0,151,0,0,0,255,0,0,0,11,153,0,0,0,0,0,0,0,0,1,0,201,0,0,0,0,0,0,0,0,264,0,21,269,0,0,189,0,0,0,1,0,103,0,0,283,0,1,0,0,0,7,0,112,488,1,0,0,0,2,0,0,8,0,0,103,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1,0,0,0,0,3,0,0,0,4,0,0,21,5,0,0,16,0,0,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,6,1,0,214,0,1,208,1,238,40,41,21,0,14,6,0,2,0,3,2,0,0,0,59,401,5,3,0,865,0,0,3,17,408,3,0,0,82,2,0,0,0,2592,0,208,0,0,0,0,0,30,0,1,883,0,168,116772,0,6,255,0,0,1,0,0,118,0,1,386,0,3,0,0,0,338,6,37446,1069,63,0,0,1,2,0,0,11,2,0,118,0,0,0,36,1,0,0,0,0,1,16,0,0,0,815,1,0,0,1,0,47,0,0,0,70,4,0,168,12,0,0,155,6,0,216,18,1,100,0,0,0,0,0,0,0,0,0,12,0,0,1077,0,0,0,81,0,0,0,11,0,3,0,0,2,1,0,1,1,1214,0,104,0,0,0,60,0,6,1,0,0,10,0,0,0,0,0,0,0,6,4,0,0,0,23,0,0,0,0,6,0,1,0,0,0,0,6,1,4,0,0,0,0,0,2,0,0,1,0,0,3,20,0,0,0,0,0,8,0,22,88,2,0,0,48,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,103,0,0,0,9,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,134,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,125,2,0,1031,0,3,3130,1,975,302,81,44,0,2717,2496,1,6,0,13,7,0,0,0,1527,1745,1347,2,0,3062,0,0,3360,52,1772,49,3,32,164,0,58,9,2,807,0,25169,0,10,3,0,0,0,58,2,3106,3,365,2677,0,57,5446,0,0,2,1,74,825,0,1,2824,0,34,0,0,0,582,1242,17746,280,110,0,0,4,18,0,0,44,6,3,825,0,0,0,2,4587,1,0,0,1,3,42,0,0,0,421,1,3,0,2,0,65,0,0,6,120,0,0,365,18,274,0,716,5,0,357,116,3,238,0,0,0,0,0,0,356,0,0,34,3,0,759,3,0,0,18,0,2,18,4,3,262,45,1,0,18,16,1,0,29,0,0,1,0,0,107,0,0,1,3,4,31,0,0,0,0,0,0,0,5,4,0,0,3,58,0,0,0,0,5,8,2039,0,0,2,0,7,0,6,8,721,0,0,0,1,0,1,7,24,95,1266,18,0,979,0,8,3,8,3,7,0,0,0,12,84,16,3,8,1,259,0,13,30,0,2,336,78,8,0,0,0,0,257,0,0,0,18,0,0,1
2,117,2,0,36,0,2,154,1,151,40,57,12,0,1817,1733,0,5,0,8,8,0,0,0,126,723,502,7,0,986,15,0,403,16,717,14,30,21,86,0,52,4,1,11,0,155,0,14,9,0,1,0,52,4,998,30,278,980,4,19,1939,0,0,3,0,33,69,0,1,143,0,10,0,0,0,331,50932,8815,534,119,0,15,5,8,0,0,13,4,9,69,0,0,0,1,510,1,0,0,0,2,12,0,0,0,621,0,4,0,2,4,51,0,0,0,24,2,0,278,5,1,0,172,0,0,196,62,2,124,1,1,23,3,0,0,12,0,0,29,22,1,72,30,0,0,1,0,2,1,20,1,8,34,0,0,0,2,0,1,3,0,1,0,0,0,61,0,0,3,9,0,0,0,4,0,0,0,0,0,0,0,0,0,30,13,0,0,0,0,0,11,2,0,0,2,1,0,0,9,78,0,23,0,0,0,0,0,0,4,30,13,4,0,105,0,5,4,22,30,46,0,0,0,0,37,1,9,6,0,5,0,0,5,0,0,1408,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10,0,0,13,0,0,369,1,32,10,6,2,0,53,53,0,1,0,1,1,0,0,0,17,19,0,4,0,19,0,0,0,2,19,2,1,0,0,0,0,0,0,3,0,369,0,13,0,0,0,0,0,2,21,1,9,32,0,5,62,0,0,1,0,0,0,0,1,25,0,1,0,0,0,4,8,145,12,0,0,0,0,3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,0,9,1,0,0,14,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
54,143,4,0,425,0,4,328,2,1268,548,97,54,0,4391,2632,1,9,0,16,14,0,0,0,437,564,159,7,1,2978,0,0,1419,165,608,63,6,103,255,28,91,31,2,45,0,18580,0,22,13,0,0,2,91,6,3032,6,1020,9586,1,65,3679,0,0,5,1,146,977,0,4,2814,0,45,0,0,0,1114,167,15688,794,417,0,0,9,18,0,0,50,11,13,977,0,0,0,9,589,7,0,0,1,6,53,0,0,1,940,2,2,0,5,16,101,0,0,6,326,9,0,1020,31,14,0,1768,42,0,626,800,6,658,0,8,73,15,0,0,345,0,0,31,75,0,319,6,0,0,13,0,3,22,15,58,83,51,1,1,16,12,0,0,54,0,0,0,0,0,98,0,3,3,12,4,186,0,9,3,57,0,0,0,29,16,15,11,6,211,0,0,0,0,26,12,43,0,0,53,7,41,15,29,36,538,2,0,4,27,0,112,9,22,96,1248,261,0,985,0,9,2,6,6,8,0,8,0,10,76,31,12,3,1,10,2,9,39,0,2,353,72,10,5,0,0,0,7,0,0,0,83,0,1,1
0,0,0,0,6,0,0,0,0,0,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,73,18,0,0,30,0,0,0,0,0,0,0,1,1,0,4,0,0,0,7,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,73,0,0,0,11,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,19,0,0,25,0,0,0,0,0,0,1,0,0,8,2,0,7,0,0,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,7,0,0,0,0,0,1230,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,24,0,0,0,0,12,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,24,0,79,59,0,0,24,0,0,0,0,0,1,0,1,60,0,7,0,0,0,15,0,0,34,3,0,0,0,0,0,0,9,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,44,0,0,0,0,4,3,0,0,0,0,1,0,79,0,0,0,25,0,0,5,0,0,3,0,1,0,3,0,0,0,0,0,12,0,0,29,0,0,0,0,0,0,1,1,0,8,3,0,7,0,0,0,0,1,0,1,0,0,0,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,6,0,0,0,0,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,73,18,0,0,30,0,0,0,0,0,0,0,1,1,0,4,0,0,0,7,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,73,0,0,0,11,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,19,0,0,25,0,0,0,0,0,0,1,0,0,8,2,0,7,0,0,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,6,0,0,0,0,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,73,18,0,0,30,0,0,0,0,0,0,0,1,1,0,4,0,0,0,7,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,73,0,0,0,11,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,19,0,0,25,0,0,0,0,0,0,1,0,0,8,2,0,7,0,0,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,6,0,0,0,0,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,73,18,0,0,30,0,0,0,0,0,0,0,1,1,0,4,0,0,0,7,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,73,0,0,0,11,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,19,0,0,25,0,0,0,0,0,0,1,0,0,8,2,0,7,0,0,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,7,0,0,0,0,0,1227,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,24,0,0,0,0,12,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,24,0,79,59,0,0,22,0,0,0,0,0,1,0,1,60,0,7,0,0,0,15,0,0,34,3,0,0,0,0,0,0,9,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,42,0,0,0,0,4,3,0,0,0,0,1,0,79,0,0,0,25,0,0,5,0,0,3,0,1,0,3,0,0,0,0,0,10,0,0,27,0,0,0,0,0,0,1,1,0,8,3,0,7,0,0,0,0,1,0,1,0,0,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,7,0,0,0,0,0,1227,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,24,0,0,0,0,12,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,24,0,79,59,0,0,22,0,0,0,0,0,1,0,1,60,0,7,0,0,0,15,0,0,34,3,0,0,0,0,0,0,9,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,42,0,0,0,0,4,3,0,0,0,0,1,0,79,0,0,0,25,0,0,5,0,0,3,0,1,0,3,0,0,0,0,0,10,0,0,27,0,0,0,0,0,0,1,1,0,8,3,0,7,0,0,0,0,1,0,1,0,0,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,325,4,1,604,0,5,386,1,1182,259,108,50,0,2850,1785,1,10,0,38,11,0,0,0,497,819,113,4,0,3557,0,0,309,67,867,68,9,104,337,24,95,9,2,5,0,37775,0,4,3,0,0,5,95,4,3607,6,622,2437,1,76,2812,1,0,4,2,158,1088,0,1,2849,0,37,0,0,0,531,1790,26129,531,220,0,0,6,28,0,4,48,11,9,1087,0,0,0,4,139,1,0,0,1,5,49,0,0,0,709,2,7,0,4,3,61,0,0,6,215,8,0,622,23,17,0,1067,33,0,398,134,5,435,0,1,32,3,0,0,363,0,0,69,50,1,334,6,0,0,17,0,4,12,10,49,18,97,1,2,23,16,0,1,51,0,0,1,0,0,178,0,0,1,6,4,84,0,0,0,52,0,0,0,13,4,13,2,9,282,0,0,0,0,17,23,68,0,0,32,0,33,6,12,45,725,0,1,0,24,0,105,9,26,121,2330,17,0,2014,0,25,7,23,9,10,0,0,0,13,121,81,6,6,1,15,2,14,30,0,2,326,80,10,23,0,0,0,11,0,2,0,88,0,1,1
13,131,2,0,1027,0,3,3132,1,975,290,81,44,0,2663,2453,1,6,0,13,7,0,0,0,1519,1741,1395,2,0,3058,0,0,3360,52,1766,46,3,26,164,0,56,9,2,809,0,25233,0,0,3,0,0,0,56,2,3102,3,330,2679,0,57,5397,0,0,2,1,68,825,0,1,2811,0,34,0,0,0,535,1252,17851,297,103,0,0,4,16,0,0,36,6,4,825,0,0,0,0,4587,1,0,0,1,3,42,0,0,0,426,1,3,0,2,0,63,0,0,6,120,0,0,330,18,274,0,653,5,0,344,112,3,229,0,0,0,0,0,0,356,0,0,34,3,0,745,3,0,0,18,0,5,10,4,3,262,45,1,0,18,16,1,0,26,0,0,1,0,0,104,0,0,1,3,4,31,0,0,0,0,0,0,0,5,4,0,0,3,58,0,0,0,0,5,6,2039,0,0,2,0,7,0,6,8,721,0,0,0,1,0,1,7,24,95,1283,17,0,996,0,6,3,8,3,7,0,0,0,12,81,11,3,8,1,259,0,13,30,0,2,336,78,8,0,0,0,0,257,0,0,0,18,0,0,1
2,117,2,0,36,0,2,154,1,151,40,57,12,0,1817,1733,0,5,0,8,8,0,0,0,126,723,502,7,0,982,15,0,403,16,717,14,30,21,86,0,52,4,1,11,0,155,0,14,9,0,1,0,52,4,994,30,278,980,4,19,1939,0,0,3,0,33,69,0,1,143,0,10,0,0,0,331,50932,8765,534,119,0,15,5,8,0,0,13,4,9,69,0,0,0,1,510,1,0,0,0,2,12,0,0,0,621,0,4,0,2,4,51,0,0,0,24,2,0,278,5,1,0,172,0,0,196,62,2,124,1,1,23,3,0,0,8,0,0,29,22,1,72,30,0,0,1,0,2,1,20,1,8,34,0,0,0,2,0,1,3,0,1,0,0,0,61,0,0,3,9,0,0,0,4,0,0,0,0,0,0,0,0,0,30,13,0,0,0,0,0,11,2,0,0,2,1,0,0,9,78,0,23,0,0,0,0,0,0,4,30,13,4,0,105,0,5,4,22,30,46,0,0,0,0,37,1,9,6,0,5,0,0,5,0,0,1406,8,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,163,4,0,522,0,4,344,2,1646,2541,121,70,0,3105,1731,10,9,0,16,14,0,0,0,468,683,107,0,1,5843,0,0,648,690,735,63,6,104,255,33,91,1362,2,157,0,18916,0,24,13,0,0,3,91,6,5911,6,3123,11865,1,65,3855,0,0,5,1,147,2022,0,4,3568,0,57,0,0,0,2771,245,16580,2833,1437,0,0,8,50,0,0,98,11,13,2022,0,0,0,10,460,8,0,0,1,6,68,0,0,1,5152,2,2,0,5,574,413,0,0,6,380,10,0,3123,43,14,0,6407,48,0,1420,916,6,3004,0,9,73,557,0,0,673,0,0,51,78,0,505,6,0,2,13,0,3,46,17,58,105,80,1,2,20,12,0,64,70,0,0,0,0,0,279,0,7,3,12,4,217,0,9,3,57,0,0,20,32,32,16,11,6,836,8,0,0,0,28,45,48,0,0,1492,8,43,808,15,324,538,2,0,4,32,0,112,11,22,246,1292,905,27,1029,0,41,2,6,6,8,0,11,0,10,235,37,12,3,1,10,2,9,41,0,2,353,72,11,61,0,1,0,8,0,8,0,289,0,1,1
13,131,2,0,1021,0,3,3130,1,961,288,78,42,0,2668,2458,1,6,0,13,7,0,0,0,1518,1740,1166,2,0,3036,0,0,3360,51,1764,46,3,26,164,0,58,1,2,808,0,25233,0,0,3,0,0,0,58,2,3078,3,328,2674,0,55,5392,0,0,2,1,68,825,0,1,2788,0,34,0,0,0,533,1252,17830,285,103,0,0,4,16,0,0,32,6,4,825,0,0,0,0,4586,1,0,0,1,3,41,0,0,0,415,1,3,0,2,0,63,0,0,6,113,0,0,328,18,274,0,650,4,0,343,114,3,229,0,0,0,0,0,0,356,0,0,34,3,0,739,3,0,0,18,0,5,10,4,3,262,45,1,0,18,16,1,0,34,0,0,1,0,0,103,0,0,1,3,4,31,0,0,0,0,0,0,0,4,4,0,0,3,54,0,0,0,0,4,6,2039,0,0,2,0,6,0,6,8,721,0,0,0,1,0,1,7,24,91,1280,17,0,993,0,6,3,8,3,7,0,0,0,12,80,18,3,8,1,259,0,13,30,0,2,336,74,8,0,0,0,0,257,0,0,0,18,0,0,1
